text,label
cuanto fue comunicaciones en el pib de 2024,value
quiero el valor de servicios financieros en el pib de 2023,value
cual fue la cifra de servicios empresariales en 2024,value
dame el dato de servicios de viviendas en el pib de 2022,value
muestrame el valor de servicios personales en 2024,value
cuanto fue administracion publica en el pib de 2023,value
quiero la cifra de impuestos en el pib de 2024,value
que actividad impulso el crecimiento del pib en el ultimo trimestre,value
que sectores explicaron el crecimiento del pib,value
cual sector lidero el alza del pib en 2024,value
que actividad aporto mas al pib en el trimestre mas reciente,value
que rubros incidieron en el crecimiento del pib de 2023,value
cual fue la principal actividad impulsora del pib,value
que sector movio mas el crecimiento economico en el pib,value
que actividad tuvo mayor contribucion al pib en 2024,value
muestrame que sectores empujaron el pib en el ultimo trimestre,value
dame la incidencia por actividad del pib mas reciente,value
cual fue el pib regional de valparaiso,value
dame el pibr de metropolitana,value
muestrame la cifra del pibr de antofagasta,value
cuanto fue el pib regional de biobio,value
quiero el dato del pibr de ohiggins,value
cual fue el valor del pibr de magallanes,value
dame la cifra del pib regional de los lagos,value
muestrame el dato del pibr de araucania,value
cuanto fue el pibr de nuble,value
quiero la lectura mas reciente del pibr de coquimbo,value
cual fue la variacion anual del pibr de tarapaca,value
dame el crecimiento del pibr de atacama,value
muestrame el cambio interanual del pibr de maule,value
cuanto vario el pibr de los rios,value
cual fue la variacion del pib regional de aysen,value
dame el crecimiento del pibr de arica y parinacota,value
muestrame la cifra del pibr de valparaiso en 2024,value
cuanto fue el pibr de metropolitana en 2023,value
quiero el dato del pib regional de antofagasta en 2022,value
cual fue el crecimiento del pibr de biobio en 2024,value
dame la variacion del pibr de magallanes en 2023,value
muestrame el dato del pib regional de los lagos entre 2021 y 2024,value
cuanto fue el pibr de araucania en el ultimo ano disponible,value
cual fue el crecimiento del pibr de nuble en el periodo mas reciente,value
dame el desglose regional del pib para 2024,value
cual fue el dato de demanda interna en el pib,value
dame la cifra de consumo en el ultimo trimestre,value
muestrame el valor de consumo de gobierno en el pib,value
cuanto fue la inversion en 2024,value
cual fue el dato de formacion bruta de capital fijo,value
dame la cifra de variacion de existencias,value
muestrame el valor de exportaciones en el pib,value
cuanto fueron las importaciones en el ultimo trimestre,value
cual fue el dato de ahorro externo,value
dame la cifra de ahorro interno,value
muestrame la variacion de demanda interna en 2024,value
cuanto crecio el consumo en el ultimo trimestre,value
cual fue la variacion interanual del consumo de gobierno,value
dame el crecimiento de la inversion en 2023,value
muestrame la variacion de inversion fija en 2024,value
cuanto cambiaron las existencias en el ultimo dato,value
cual fue el crecimiento de exportaciones en 2024,value
dame la variacion de importaciones en el ultimo trimestre,value
muestrame el dato de ahorro externo en 2023,value
cuanto fue el ahorro interno en 2024,value
que componente del gasto impulso el pib,value
que componente explico el crecimiento del pib en el ultimo trimestre,value
cual fue el aporte del consumo al crecimiento,value
dame la contribucion de la inversion al pib,value
muestrame la incidencia de exportaciones en el crecimiento economico,value
cuanto aporto demanda interna al pib,value
cual fue la contribucion de consumo de gobierno al crecimiento,value
dame el aporte de inversion fija al pib de 2024,value
muestrame la incidencia de importaciones en el ultimo trimestre,value
que componente lidero el crecimiento del pib en 2024,value
cual fue la cifra mas reciente del pib por actividad economica,value
dame el desglose del pib por componentes del gasto en 2024,value
muestrame el imacec por actividad del ultimo mes,value
quiero la variacion por sector del imacec en marzo 2023,value
cual fue el dato mas reciente del pib regional por region,value
dame las cifras de comercio en imacec y pib,value
muestrame el crecimiento de industria en imacec y en pib,value
quiero el ultimo dato de mineria en imacec y antofagasta en pibr,value
cual fue la contribucion de servicios al pib en 2024,value
dame la incidencia de comercio en el imacec del ultimo periodo disponible,value
muestrame el valor de inversion y exportaciones en el ultimo trimestre,value
como le fue a la economia chilena en el mes mas reciente,value
que paso con la economia chilena el ultimo mes,value
como estuvo la actividad economica de chile en el ultimo mes,value
como evoluciono la economia chilena en el mes mas reciente,value
como se comporto la economia chilena en el ultimo mes,value
como se acelero el imacec durante el tercer trimestre,value
cuanto se acelero el imacec en el tercer trimestre,value
que tan rapido avanzo el imacec en el tercer trimestre,value
cual fue la aceleracion del imacec en el tercer trimestre,value
como cambio el ritmo del imacec en el tercer trimestre,value
cual es el pib del trimestre actual,value
dame el pib del trimestre en curso,value
cuanto vale el pib del trimestre actual,value
cual fue el pib del trimestre en curso,value
entrega el dato del pib del trimestre actual,value
que contribuyo al pib en 2025,value
que explico el pib de 2025,value
que aporto al crecimiento del pib en 2025,value
cuales fueron los factores que incidieron en el pib de 2025,value
que sectores empujaron el pib en 2025,value
cuales fueron las contribuciones del pib,value
dame las contribuciones al pib,value
que aportes componen el crecimiento del pib,value
cuales fueron los aportes al crecimiento del pib,value
muestrame las incidencias del pib,value
a que se debio el crecimiento de la economia,value
que explico el crecimiento de la economia,value
que factores impulsaron el crecimiento economico,value
que sectores incidieron en el crecimiento de la economia,value
que estuvo detras del crecimiento de la economia,value
dame la variacion en el margen del sector comercial en aysen para mayo del 2021,value
cuanto vario en el margen el comercio en aysen en mayo de 2021,value
cual fue la variacion mensual del sector comercio en aysen en mayo de 2021,value
como cambio respecto del mes anterior el comercio en aysen en mayo de 2021,value
cual fue el cambio en el margen del comercio en aysen para mayo 2021,value
cual fue el ultimo imacec publicado,value
dame el imacec mas reciente,value
cuanto marco el imacec en enero de 2024,value
cual fue la variacion anual del imacec en marzo de 2023,value
como vario el imacec desestacionalizado en abril de 2022,value
cual fue la variacion mensual del imacec con ajuste estacional en junio de 2021,value
dame el crecimiento del imacec sin ajuste estacional en diciembre de 2020,value
cuanto crecio la mineria en el imacec en agosto de 2024,value
cual fue la variacion de la industria en el imacec en septiembre de 2023,value
como le fue al comercio en el imacec de julio de 2022,value
cuanto aportaron los servicios al imacec en octubre de 2021,value
cual fue el pib de chile en el segundo trimestre de 2024,value
dame la variacion trimestral del pib desestacionalizado en el primer trimestre de 2023,value
cuanto crecio el pib respecto al mismo trimestre del ano anterior en 2022 t4,value
cual fue la contribucion del consumo al pib en el tercer trimestre de 2021,value
que incidencia tuvo la inversion en el pib del cuarto trimestre de 2020,value
cuanto aportaron las exportaciones al crecimiento del pib en 2024,value
como vario la economia chilena en 2023,value
cual fue el crecimiento economico de chile en 2022,value
dame la variacion anual de la economia en 2021,value
como se comporto el sector construccion en la region de valparaiso en mayo de 2022,value
cuanto crecio el sector servicios en la region metropolitana en junio de 2023,value
cual fue la variacion del comercio en los lagos en noviembre de 2021,value
como evoluciono la industria en biobio en febrero de 2024,value
dame el cambio en el margen de la mineria en antofagasta en enero de 2020,value
